DATETIME,TEMP_AIR,HUMIDITY,KW,KW2
2019-11-24 22:00:00,15.2,72,492.24,49.224
2019-11-24 23:00:00,15,73,492.24,49.224
2019-11-25 00:00:00,15.2,72,480.48,48.048
2019-11-25 01:00:00,15,71,482.16,48.216
2019-11-25 02:00:00,14.9,70,502.32,50.232
2019-11-25 03:00:00,14.6,75,467.04,46.704
2019-11-25 04:00:00,14.5,75,451.92,45.192
2019-11-25 05:00:00,14.5,76,468.72,46.872
2019-11-25 06:00:00,14.8,73,465.36,46.536
2019-11-25 07:00:00,15.5,71,505.68,50.568
2019-11-25 08:00:00,16.4,67,510.72,51.072
2019-11-25 09:00:00,17.2,65,8.4,0.84
2019-11-25 10:00:00,18.4,64,473.76,47.376
2019-11-25 11:00:00,20.5,57,685.44,68.544
2019-11-25 12:00:00,20.5,57,712.32,71.232
2019-11-25 13:00:00,23.2,49,717.36,71.736
2019-11-25 14:00:00,22.8,49,730.8,73.08
2019-11-25 15:00:00,24.3,48,712.32,71.232
2019-11-25 16:00:00,21.6,55,703.92,70.392
2019-11-25 17:00:00,21,60,692.16,69.216
2019-11-25 18:00:00,18.8,67,653.52,65.352
2019-11-25 19:00:00,17.8,71,623.28,62.328
2019-11-25 20:00:00,17.2,74,574.56,57.456
2019-11-25 21:00:00,17,74,520.8,52.08
2019-11-25 22:00:00,16.6,77,522.48,52.248
2019-11-25 23:00:00,16.5,76,509.04,50.904
2019-11-26 00:00:00,16.5,76,505.68,50.568
2019-11-26 01:00:00,16.4,76,498.96,49.896
2019-11-26 02:00:00,16.1,78,512.4,51.24
2019-11-26 03:00:00,16.3,79,504,50.4
2019-11-26 04:00:00,16.2,79,500.64,50.064
2019-11-26 05:00:00,16.5,79,492.24,49.224
2019-11-26 06:00:00,16.6,79,495.6,49.56
2019-11-26 07:00:00,17.3,77,517.44,51.744
2019-11-26 08:00:00,18.5,72,517.44,51.744
2019-11-26 09:00:00,21,63,601.44,60.144
2019-11-26 10:00:00,22.9,58,650.16,65.016
2019-11-26 11:00:00,25.1,52,754.32,75.432
2019-11-26 12:00:00,27.4,49,819.84,81.984
2019-11-26 13:00:00,27.9,46,848.4,84.84
2019-11-26 14:00:00,30,40,850.08,85.008
2019-11-26 15:00:00,29.4,40,856.8,85.68
2019-11-26 16:00:00,27.4,49,792.96,79.296
2019-11-26 17:00:00,25.5,53,784.56,78.456
2019-11-26 18:00:00,22.7,62,769.44,76.944
2019-11-26 19:00:00,20.8,69,724.08,72.408
2019-11-26 20:00:00,20.4,72,576.24,57.624
2019-11-26 21:00:00,20.3,72,522.48,52.248
2019-11-26 22:00:00,20.4,72,519.12,51.912
2019-11-26 23:00:00,20.9,72,519.12,51.912
2019-11-27 00:00:00,20.7,73,514.08,51.408
2019-11-27 01:00:00,20.2,74,512.4,51.24
2019-11-27 02:00:00,19.9,75,515.76,51.576
2019-11-27 03:00:00,19.7,76,495.6,49.56
2019-11-27 04:00:00,19.6,76,507.36,50.736
2019-11-27 05:00:00,19.2,78,475.44,47.544
2019-11-27 06:00:00,19.7,77,465.36,46.536
2019-11-27 07:00:00,20.8,73,529.2,52.92
2019-11-27 08:00:00,22.4,68,574.56,57.456
2019-11-27 09:00:00,24.1,62,586.32,58.632
2019-11-27 10:00:00,25.9,58,619.92,61.992
2019-11-27 11:00:00,26.8,54,808.08,80.808
2019-11-27 12:00:00,26.5,55,824.88,82.488
2019-11-27 13:00:00,27.4,53,766.08,76.608
2019-11-27 14:00:00,28.3,50,782.88,78.288
2019-11-27 15:00:00,28.8,49,791.28,79.128
2019-11-27 16:00:00,28.3,50,863.52,86.352
2019-11-27 17:00:00,26.7,58,865.2,86.52
2019-11-27 18:00:00,19.8,90,656.88,65.688
2019-11-27 19:00:00,20.9,86,645.12,64.512
2019-11-27 20:00:00,20.8,85,636.72,63.672
2019-11-27 21:00:00,20.9,85,540.96,54.096
2019-11-27 22:00:00,21,84,527.52,52.752
2019-11-27 23:00:00,21.4,82,519.12,51.912
2019-11-28 00:00:00,21.5,82,520.8,52.08
2019-11-28 01:00:00,21.3,82,490.56,49.056
2019-11-28 02:00:00,20.9,85,492.24,49.224
2019-11-28 03:00:00,20.7,85,488.88,48.888
2019-11-28 04:00:00,20.5,87,483.84,48.384
2019-11-28 05:00:00,20.8,85,487.2,48.72
2019-11-28 06:00:00,19.5,87,482.16,48.216
2019-11-28 07:00:00,19.5,88,596.4,59.64
2019-11-28 08:00:00,19.5,89,613.2,61.32
2019-11-28 09:00:00,19.3,89,742.56,74.256
2019-11-28 10:00:00,19.5,88,707.28,70.728
2019-11-28 11:00:00,19.3,86,683.76,68.376
2019-11-28 12:00:00,18.6,85,673.68,67.368
2019-11-28 13:00:00,18.4,85,692.16,69.216
2019-11-28 14:00:00,18.3,84,692.16,69.216
2019-11-28 15:00:00,18.5,81,678.72,67.872
2019-11-28 16:00:00,17.3,86,677.04,67.704
2019-11-28 17:00:00,17.3,84,611.52,61.152
2019-11-28 18:00:00,16.6,85,618.24,61.824
2019-11-28 19:00:00,15.9,86,623.28,62.328
2019-11-28 20:00:00,15.3,87,551.04,55.104
2019-11-28 21:00:00,15.6,81,490.56,49.056
2019-11-28 22:00:00,15.4,84,510.72,51.072
2019-11-29 00:00:00,14.9,86,458.64,45.864
2019-11-29 02:00:00,15.2,83,456.96,45.696
2019-11-29 03:00:00,15.3,81,462,46.2
2019-11-29 04:00:00,15.3,82,472.08,47.208
2019-11-29 05:00:00,15.3,83,456.96,45.696
2019-11-29 06:00:00,15.7,82,467.04,46.704
2019-11-29 07:00:00,16.1,79,512.4,51.24
2019-11-29 08:00:00,17,75,534.24,53.424
2019-11-29 09:00:00,17.6,73,492.24,49.224
2019-11-29 10:00:00,20.6,62,535.92,53.592
2019-11-29 11:00:00,21.6,59,569.52,56.952
2019-11-29 12:00:00,23.3,55,569.52,56.952
2019-11-29 13:00:00,24.5,52,851.76,85.176
2019-11-29 14:00:00,24.9,56,836.64,83.664
2019-11-29 15:00:00,24.7,54,816.48,81.648
2019-11-29 16:00:00,23.2,59,809.76,80.976
2019-11-29 17:00:00,20.8,68,814.8,81.48
2019-11-29 18:00:00,18.8,76,784.56,78.456
2019-11-29 19:00:00,18,78,740.88,74.088
2019-11-29 20:00:00,17.9,80,708.96,70.896
2019-11-29 21:00:00,18,80,630,63
2019-11-29 22:00:00,18.1,79,547.68,54.768
2019-11-29 23:00:00,17.8,81,517.44,51.744
2019-11-30 00:00:00,17.6,82,515.76,51.576
2019-11-30 01:00:00,17.7,83,520.8,52.08
2019-11-30 02:00:00,17.8,85,515.76,51.576
2019-11-30 03:00:00,17.8,86,509.04,50.904
2019-11-30 04:00:00,17.7,87,512.4,51.24
2019-11-30 05:00:00,17.5,88,507.36,50.736
2019-11-30 06:00:00,17.7,88,505.68,50.568
2019-11-30 07:00:00,18.3,87,588,58.8
2019-11-30 08:00:00,20.1,80,710.64,71.064
2019-11-30 09:00:00,22.6,68,811.44,81.144
2019-11-30 10:00:00,26.4,59,846.72,84.672
2019-11-30 11:00:00,28.1,56,851.76,85.176
2019-11-30 12:00:00,28.4,48,887.04,88.704
2019-11-30 13:00:00,30,44,885.36,88.536
2019-11-30 14:00:00,31.4,40,905.52,90.552
2019-11-30 15:00:00,30.5,39,902.16,90.216
2019-11-30 16:00:00,25.8,59,893.76,89.376
2019-11-30 17:00:00,25.2,59,861.84,86.184
2019-11-30 18:00:00,23.3,67,871.92,87.192
2019-11-30 19:00:00,22.5,69,855.12,85.512
2019-11-30 20:00:00,22.1,74,707.28,70.728
2019-11-30 21:00:00,21.6,77,643.44,64.344
2019-11-30 22:00:00,22.2,74,603.12,60.312
2019-11-30 23:00:00,22,77,559.44,55.944
2019-12-01 00:00:00,21.7,78,554.4,55.44
2019-12-01 01:00:00,21.5,80,542.64,54.264
2019-12-01 02:00:00,21.5,78,520.8,52.08
2019-12-01 03:00:00,21.5,79,507.36,50.736
2019-12-01 04:00:00,21.4,77,512.4,51.24
2019-12-01 05:00:00,21,81,498.96,49.896
2019-12-01 06:00:00,21.6,80,527.52,52.752
2019-12-01 07:00:00,22.9,74,603.12,60.312
2019-12-01 08:00:00,24.2,69,616.56,61.656
2019-12-01 09:00:00,25.4,66,848.4,84.84
2019-12-01 10:00:00,25.2,63,846.72,84.672
2019-12-01 11:00:00,24.6,66,845.04,84.504
2019-12-01 12:00:00,24.4,70,850.08,85.008
2019-12-01 13:00:00,26.4,62,841.68,84.168
2019-12-01 14:00:00,28.4,52,858.48,85.848
2019-12-01 15:00:00,28.4,44,865.2,86.52
2019-12-01 16:00:00,28.4,47,848.4,84.84
2019-12-01 17:00:00,27.1,46,853.44,85.344
2019-12-01 18:00:00,24.5,63,843.36,84.336
2019-12-01 19:00:00,22.7,71,819.84,81.984
2019-12-01 20:00:00,22,69,784.56,78.456
2019-12-01 21:00:00,20.8,70,624.96,62.496
2019-12-01 22:00:00,20.3,69,554.4,55.44
2019-12-01 23:00:00,19.9,72,544.32,54.432
2019-12-02 00:00:00,19.7,73,535.92,53.592
2019-12-02 01:00:00,19.3,72,514.08,51.408
2019-12-02 02:00:00,19,73,509.04,50.904
2019-12-02 03:00:00,19.3,72,505.68,50.568
2019-12-02 04:00:00,19.2,75,500.64,50.064
2019-12-02 05:00:00,18.2,84,509.04,50.904
2019-12-02 06:00:00,18.2,89,515.76,51.576
2019-12-02 07:00:00,18.1,84,697.2,69.72
2019-12-02 08:00:00,17,81,700.56,70.056
2019-12-02 09:00:00,17.8,76,336,33.6
2019-12-02 10:00:00,19,71,522.48,52.248
2019-12-02 11:00:00,20.5,65,714,71.4
2019-12-02 12:00:00,21.1,61,734.16,73.416
2019-12-02 13:00:00,19.8,66,735.84,73.584
2019-12-02 14:00:00,19.8,66,700.56,70.056
2019-12-02 15:00:00,18.5,72,668.64,66.864
2019-12-02 16:00:00,17.4,76,660.24,66.024
2019-12-02 17:00:00,17.2,77,670.32,67.032
2019-12-02 18:00:00,16.8,77,697.2,69.72
2019-12-02 19:00:00,15.8,82,695.52,69.552
2019-12-02 20:00:00,16.2,76,611.52,61.152
2019-12-02 21:00:00,16.3,75,492.24,49.224
2019-12-02 22:00:00,16.1,76,480.48,48.048
2019-12-02 23:00:00,16,77,493.92,49.392
2019-12-03 00:00:00,15.7,75,488.88,48.888
2019-12-03 01:00:00,15.3,80,477.12,47.712
2019-12-03 02:00:00,15.3,79,472.08,47.208
2019-12-03 03:00:00,15.4,77,478.8,47.88
2019-12-03 04:00:00,15.8,73,485.52,48.552
2019-12-03 05:00:00,15.8,73,482.16,48.216
2019-12-03 06:00:00,16,75,450.24,45.024
2019-12-03 07:00:00,16.7,73,490.56,49.056
2019-12-03 08:00:00,17.8,69,490.56,49.056
2019-12-03 09:00:00,18.8,68,614.88,61.488
2019-12-03 10:00:00,19.8,64,635.04,63.504
2019-12-03 11:00:00,20.6,63,631.68,63.168
2019-12-03 12:00:00,21.1,65,650.16,65.016
2019-12-03 13:00:00,21.3,63,648.48,64.848
2019-12-03 14:00:00,20.6,67,750.96,75.096
2019-12-03 15:00:00,21,66,693.84,69.384
2019-12-03 16:00:00,20,70,687.12,68.712
2019-12-03 17:00:00,20.3,69,697.2,69.72
2019-12-03 18:00:00,19.4,74,734.16,73.416
2019-12-03 19:00:00,18.6,78,579.6,57.96
2019-12-03 20:00:00,17.8,82,458.64,45.864
2019-12-03 21:00:00,17.8,81,416.64,41.664
2019-12-03 22:00:00,17.7,81,420,42
2019-12-03 23:00:00,17.6,80,403.2,40.32
2019-12-04 00:00:00,17.5,81,398.16,39.816
2019-12-04 01:00:00,17.8,81,406.56,40.656
2019-12-04 02:00:00,18,81,404.88,40.488
2019-12-04 03:00:00,17.7,82,408.24,40.824
2019-12-04 04:00:00,17.8,83,403.2,40.32
2019-12-04 05:00:00,17.8,83,409.92,40.992
2019-12-04 06:00:00,18.1,83,398.16,39.816
2019-12-04 07:00:00,18.6,82,433.44,43.344
2019-12-04 08:00:00,21.2,73,498.96,49.896
2019-12-04 09:00:00,23.4,64,819.84,81.984
2019-12-04 10:00:00,25.8,56,845.04,84.504
2019-12-04 11:00:00,28.2,53,873.6,87.36
2019-12-04 12:00:00,28.8,49,883.68,88.368
2019-12-04 13:00:00,28.5,49,887.04,88.704
2019-12-04 14:00:00,26.3,63,875.28,87.528
2019-12-04 15:00:00,25.7,64,860.16,86.016
2019-12-04 16:00:00,25.7,65,850.08,85.008
2019-12-04 17:00:00,24.7,65,841.68,84.168
2019-12-04 18:00:00,23.3,70,782.88,78.288
2019-12-04 19:00:00,20.8,84,754.32,75.432
2019-12-04 20:00:00,21.1,88,719.04,71.904
2019-12-04 21:00:00,21.1,86,635.04,63.504
2019-12-04 22:00:00,21.2,84,619.92,61.992
2019-12-04 23:00:00,21.2,85,549.36,54.936
2019-12-05 00:00:00,21.6,83,532.56,53.256
2019-12-05 01:00:00,21.3,84,539.28,53.928
2019-12-05 02:00:00,21.4,85,519.12,51.912
2019-12-05 03:00:00,21.3,85,509.04,50.904
2019-12-05 04:00:00,21,88,495.6,49.56
2019-12-05 05:00:00,20.7,87,505.68,50.568
2019-12-05 06:00:00,21.7,82,519.12,51.912
2019-12-05 07:00:00,23.3,72,618.24,61.824
2019-12-05 08:00:00,24.2,67,638.4,63.84
2019-12-05 09:00:00,24.5,69,853.44,85.344
2019-12-05 10:00:00,26.7,60,833.28,83.328
2019-12-05 11:00:00,26.8,59,863.52,86.352
2019-12-05 12:00:00,26.2,63,876.96,87.696
2019-12-05 13:00:00,28.3,56,876.96,87.696
2019-12-05 14:00:00,29,49,885.36,88.536
2019-12-05 15:00:00,27.5,55,858.48,85.848
2019-12-05 16:00:00,24.2,68,829.92,82.992
2019-12-05 17:00:00,22.2,82,796.32,79.632
2019-12-05 18:00:00,22,84,772.8,77.28
2019-12-05 19:00:00,22,84,756,75.6
2019-12-05 20:00:00,22,83,749.28,74.928
2019-12-05 21:00:00,21.8,83,613.2,61.32
2019-12-05 22:00:00,21.7,81,571.2,57.12
2019-12-05 23:00:00,21.6,79,557.76,55.776
2019-12-06 00:00:00,21.6,80,540.96,54.096
2019-12-06 01:00:00,21.2,83,507.36,50.736
2019-12-06 02:00:00,20.7,87,497.28,49.728
2019-12-06 03:00:00,20.6,88,487.2,48.72
2019-12-06 04:00:00,20,89,477.12,47.712
2019-12-06 05:00:00,19.7,88,482.16,48.216
2019-12-06 06:00:00,18.2,87,490.56,49.056
2019-12-06 07:00:00,17.9,87,561.12,56.112
2019-12-06 08:00:00,18.7,82,483.84,48.384
2019-12-06 09:00:00,18.1,82,520.8,52.08
2019-12-06 10:00:00,18.2,80,512.4,51.24
2019-12-06 11:00:00,20.1,70,502.32,50.232
2019-12-06 12:00:00,20.7,70,505.68,50.568
2019-12-06 13:00:00,21.8,68,559.44,55.944
2019-12-06 14:00:00,22.1,66,554.4,55.44
2019-12-06 15:00:00,22,65,566.16,56.616
2019-12-06 16:00:00,21.5,68,771.12,77.112
2019-12-06 17:00:00,20.6,70,772.8,77.28
2019-12-06 18:00:00,20.3,70,766.08,76.608
2019-12-06 19:00:00,19.4,74,744.24,74.424
2019-12-06 20:00:00,18.7,77,707.28,70.728
2019-12-06 21:00:00,18.2,80,593.04,59.304
2019-12-06 22:00:00,18.2,80,586.32,58.632
2019-12-06 23:00:00,17.7,82,576.24,57.624
2019-12-07 00:00:00,17.7,83,527.52,52.752
2019-12-07 01:00:00,17.4,83,527.52,52.752
2019-12-07 02:00:00,17.3,84,502.32,50.232
2019-12-07 03:00:00,17.3,83,493.92,49.392
2019-12-07 04:00:00,17,81,493.92,49.392
2019-12-07 05:00:00,16.7,81,480.48,48.048
2019-12-07 06:00:00,16.8,80,492.24,49.224
2019-12-07 07:00:00,18.2,76,673.68,67.368
2019-12-07 12:00:00,26.4,30,611.52,61.152
2019-12-07 13:00:00,27.2,26,850.08,85.008
2019-12-07 14:00:00,28.4,38,834.96,83.496
2019-12-07 15:00:00,26.3,42,833.28,83.328
2019-12-07 16:00:00,26,33,833.28,83.328
2019-12-07 17:00:00,25,41,824.88,82.488
2019-12-07 18:00:00,21.3,57,804.72,80.472
2019-12-07 19:00:00,19.8,67,767.76,76.776
2019-12-07 22:00:00,17.6,70,472.08,47.208
2019-12-07 23:00:00,17.3,68,456.96,45.696
2019-12-08 00:00:00,17.1,61,451.92,45.192
2019-12-08 01:00:00,16.5,66,448.56,44.856
2019-12-08 02:00:00,15.9,69,450.24,45.024
2019-12-08 03:00:00,15.6,71,408.24,40.824
2019-12-08 04:00:00,15.2,73,411.6,41.16
2019-12-08 05:00:00,15.2,75,421.68,42.168
2019-12-08 06:00:00,16.2,71,418.32,41.832
2019-12-08 07:00:00,18.3,62,480.48,48.048
2019-12-08 08:00:00,20.6,51,520.8,52.08
2019-12-08 09:00:00,22.8,46,808.08,80.808
2019-12-08 10:00:00,24.2,35,801.36,80.136
2019-12-08 11:00:00,25.6,35,831.6,83.16
2019-12-08 12:00:00,26.7,31,838.32,83.832
2019-12-08 13:00:00,27.1,26,840,84
2019-12-08 14:00:00,27.8,30,833.28,83.328
2019-12-08 15:00:00,28,34,826.56,82.656
2019-12-08 16:00:00,27.4,39,824.88,82.488
2019-12-08 17:00:00,25.2,47,826.56,82.656
2019-12-08 18:00:00,23.1,54,816.48,81.648
2019-12-08 19:00:00,21.2,63,808.08,80.808
2019-12-08 20:00:00,20.5,60,756,75.6
2019-12-08 21:00:00,20,61,616.56,61.656
2019-12-08 22:00:00,19.7,65,618.24,61.824
2019-12-08 23:00:00,19.6,65,584.64,58.464
2019-12-09 00:00:00,18.9,69,577.92,57.792
2019-12-09 01:00:00,18.5,73,557.76,55.776
2019-12-09 02:00:00,18.5,74,556.08,55.608
2019-12-09 03:00:00,18.1,76,546,54.6
2019-12-09 04:00:00,18.1,78,530.88,53.088
2019-12-09 05:00:00,18.1,79,524.16,52.416
2019-12-09 06:00:00,18.7,77,490.56,49.056
2019-12-09 07:00:00,19.9,72,593.04,59.304
2019-12-09 08:00:00,21.7,66,613.2,61.32
2019-12-09 09:00:00,24.2,59,258.72,25.872
2019-12-09 10:00:00,25.2,54,782.88,78.288
2019-12-09 11:00:00,27.4,51,801.36,80.136
2019-12-09 12:00:00,27.5,50,806.4,80.64
2019-12-09 13:00:00,26.8,55,838.32,83.832
2019-12-09 14:00:00,28.6,48,838.32,83.832
2019-12-09 15:00:00,21.4,77,789.6,78.96
2019-12-09 16:00:00,20,88,732.48,73.248
2019-12-09 17:00:00,19.8,86,735.84,73.584
2019-12-09 18:00:00,20.1,81,720.72,72.072
2019-12-09 19:00:00,19.9,82,705.6,70.56
2019-12-09 20:00:00,19.8,81,683.76,68.376
2019-12-09 21:00:00,19.9,81,599.76,59.976
2019-12-09 22:00:00,20,80,598.08,59.808
2019-12-09 23:00:00,20.1,80,579.6,57.96
2019-12-10 00:00:00,19.9,81,540.96,54.096
2019-12-10 01:00:00,19.9,82,502.32,50.232
2019-12-10 02:00:00,19.9,82,498.96,49.896
2019-12-10 03:00:00,19.7,83,493.92,49.392
2019-12-10 04:00:00,19.6,83,512.4,51.24
2019-12-10 05:00:00,19.6,84,500.64,50.064
2019-12-10 06:00:00,20,83,483.84,48.384
2019-12-10 07:00:00,21.2,79,569.52,56.952
2019-12-10 08:00:00,22.2,75,488.88,48.888
2019-12-10 09:00:00,23.4,70,512.4,51.24
2019-12-10 10:00:00,25.1,66,534.24,53.424
2019-12-10 11:00:00,24.9,65,537.6,53.76
2019-12-10 12:00:00,26.3,62,520.8,52.08
2019-12-10 13:00:00,26,60,539.28,53.928
2019-12-10 14:00:00,25.4,64,509.04,50.904
2019-12-10 15:00:00,21.8,85,500.64,50.064
2019-12-10 16:00:00,20.5,86,502.32,50.232
2019-12-10 17:00:00,19.4,90,490.56,49.056
2019-12-10 18:00:00,18.9,91,497.28,49.728
2019-12-10 19:00:00,19.2,91,509.04,50.904
2019-12-10 20:00:00,19.1,90,495.6,49.56
2019-12-10 21:00:00,19.1,89,428.4,42.84
2019-12-10 22:00:00,19.3,89,440.16,44.016
2019-12-10 23:00:00,19.2,90,425.04,42.504
2019-12-11 00:00:00,19.3,90,408.24,40.824
2019-12-11 01:00:00,19,90,406.56,40.656
2019-12-11 02:00:00,18.8,90,404.88,40.488
2019-12-11 03:00:00,18.8,90,393.12,39.312
2019-12-11 04:00:00,18.6,90,396.48,39.648
2019-12-11 05:00:00,18.8,89,404.88,40.488
2019-12-11 06:00:00,19.2,88,409.92,40.992
2019-12-11 07:00:00,19.8,85,455.28,45.528
2019-12-11 08:00:00,21.2,77,520.8,52.08
2019-12-11 09:00:00,22.7,73,530.88,53.088
2019-12-11 10:00:00,23.5,69,517.44,51.744
2019-12-11 11:00:00,24.2,66,754.32,75.432
2019-12-11 12:00:00,24.4,67,845.04,84.504
2019-12-11 13:00:00,25.7,61,863.52,86.352
2019-12-11 14:00:00,26.2,56,861.84,86.184
2019-12-11 15:00:00,25.6,56,850.08,85.008
2019-12-11 16:00:00,25,65,843.36,84.336
2019-12-11 17:00:00,19.7,82,781.2,78.12
2019-12-11 18:00:00,19.1,75,819.84,81.984
2019-12-11 19:00:00,19.1,77,792.96,79.296
2019-12-11 20:00:00,18.8,82,769.44,76.944
2019-12-11 21:00:00,18.5,87,715.68,71.568
2019-12-11 22:00:00,18.3,83,703.92,70.392
2019-12-11 23:00:00,17.9,86,692.16,69.216
2019-12-12 00:00:00,18.2,88,638.4,63.84
2019-12-12 01:00:00,18.4,88,624.96,62.496
2019-12-12 02:00:00,18.7,83,630,63
2019-12-12 03:00:00,18.5,85,616.56,61.656
2019-12-12 04:00:00,18.4,87,577.92,57.792
2019-12-12 05:00:00,18.2,87,574.56,57.456
2019-12-12 06:00:00,18.7,86,574.56,57.456
2019-12-12 07:00:00,19.9,82,631.68,63.168
2019-12-12 08:00:00,21.4,76,693.84,69.384
2019-12-12 09:00:00,22.8,71,702.24,70.224
2019-12-12 10:00:00,24,63,841.68,84.168
2019-12-12 11:00:00,24.6,62,851.76,85.176
2019-12-12 12:00:00,25.7,59,888.72,88.872
2019-12-12 13:00:00,26.6,54,876.96,87.696
2019-12-12 14:00:00,26.2,56,880.32,88.032
2019-12-12 15:00:00,26.1,54,870.24,87.024
2019-12-12 16:00:00,26.6,53,871.92,87.192
2019-12-12 17:00:00,26.6,52,883.68,88.368
2019-12-12 18:00:00,25.9,55,895.44,89.544
2019-12-12 19:00:00,25.2,59,863.52,86.352
2019-12-12 20:00:00,24.1,69,819.84,81.984
2019-12-12 21:00:00,23.1,73,678.72,67.872
2019-12-12 22:00:00,22.9,73,609.84,60.984
2019-12-12 23:00:00,22.5,76,591.36,59.136
2019-12-13 00:00:00,22.3,75,562.8,56.28
2019-12-13 01:00:00,21.9,77,566.16,56.616
2019-12-13 02:00:00,21.9,78,569.52,56.952
2019-12-13 03:00:00,22,77,530.88,53.088
2019-12-13 04:00:00,22,78,530.88,53.088
2019-12-13 05:00:00,21.5,81,542.64,54.264
2019-12-13 06:00:00,21.9,81,505.68,50.568
2019-12-13 07:00:00,23.8,75,636.72,63.672
2019-12-13 08:00:00,25,69,682.08,68.208
2019-12-13 09:00:00,25.6,62,838.32,83.832
2019-12-13 10:00:00,27.1,53,887.04,88.704
2019-12-13 11:00:00,29.9,47,870.24,87.024
2019-12-13 12:00:00,26.1,59,880.32,88.032
2019-12-13 13:00:00,21.7,88,875.28,87.528
2019-12-13 14:00:00,22.1,82,861.84,86.184
2019-12-13 15:00:00,22.6,77,845.04,84.504
2019-12-13 16:00:00,22.7,78,836.64,83.664
2019-12-13 17:00:00,21.9,80,831.6,83.16
2019-12-13 18:00:00,21.4,79,829.92,82.992
2019-12-13 19:00:00,20.8,80,786.24,78.624
2019-12-13 20:00:00,20.9,78,695.52,69.552
2019-12-13 21:00:00,20.8,82,588,58.8
2019-12-13 22:00:00,20.9,80,582.96,58.296
2019-12-13 23:00:00,20.9,78,559.44,55.944
2019-12-14 00:00:00,20.8,78,542.64,54.264
2019-12-14 01:00:00,20.8,78,517.44,51.744
2019-12-14 02:00:00,20.5,80,515.76,51.576
2019-12-14 03:00:00,20.6,81,507.36,50.736
2019-12-14 04:00:00,20.4,81,509.04,50.904
2019-12-14 05:00:00,20.3,82,512.4,51.24
2019-12-14 06:00:00,20.4,82,510.72,51.072
2019-12-14 07:00:00,21.1,75,665.28,66.528
2019-12-14 08:00:00,23,68,828.24,82.824
2019-12-14 09:00:00,23.9,63,824.88,82.488
2019-12-14 10:00:00,25.5,57,851.76,85.176
2019-12-14 11:00:00,26.5,58,865.2,86.52
2019-12-14 12:00:00,27.4,54,880.32,88.032
2019-12-14 13:00:00,28.2,50,892.08,89.208
2019-12-14 14:00:00,27.8,55,878.64,87.864
2019-12-14 15:00:00,24,65,873.6,87.36
2019-12-14 16:00:00,19.4,89,846.72,84.672
2019-12-14 17:00:00,18.8,91,836.64,83.664
2019-12-14 18:00:00,20.2,91,796.32,79.632
2019-12-14 19:00:00,20.8,90,745.92,74.592
2019-12-14 20:00:00,20.9,88,658.56,65.856
2019-12-14 21:00:00,20.9,87,588,58.8
2019-12-14 22:00:00,21,86,549.36,54.936
2019-12-14 23:00:00,20.9,85,532.56,53.256
2019-12-15 00:00:00,20.9,84,509.04,50.904
2019-12-15 01:00:00,20.7,84,512.4,51.24
2019-12-15 02:00:00,20.3,84,512.4,51.24
2019-12-15 03:00:00,20.4,84,509.04,50.904
2019-12-15 04:00:00,20.3,84,505.68,50.568
2019-12-15 05:00:00,20.2,85,502.32,50.232
2019-12-15 06:00:00,20.8,84,524.16,52.416
2019-12-15 07:00:00,22.7,75,640.08,64.008
2019-12-15 08:00:00,25,68,651.84,65.184
2019-12-15 09:00:00,25.6,61,692.16,69.216
2019-12-15 10:00:00,26.7,59,885.36,88.536
2019-12-15 11:00:00,27.4,58,888.72,88.872
2019-12-15 12:00:00,28,52,892.08,89.208
2019-12-15 13:00:00,29.9,45,895.44,89.544
2019-12-15 14:00:00,30.1,41,898.8,89.88
2019-12-15 15:00:00,30.2,41,892.08,89.208
2019-12-15 16:00:00,29.7,45,888.72,88.872
2019-12-15 17:00:00,28.9,53,865.2,86.52
2019-12-15 18:00:00,28.1,56,900.48,90.048
2019-12-15 19:00:00,26.1,56,870.24,87.024
2019-12-15 20:00:00,24.9,68,841.68,84.168
2019-12-15 21:00:00,24.6,72,683.76,68.376
2019-12-15 22:00:00,24.7,74,614.88,61.488
2019-12-15 23:00:00,24.4,74,589.68,58.968
2019-12-16 00:00:00,24.1,75,549.36,54.936
2019-12-16 01:00:00,23.7,77,546,54.6
2019-12-16 02:00:00,23.6,77,556.08,55.608
2019-12-16 03:00:00,22.8,73,532.56,53.256
2019-12-16 04:00:00,22.8,62,529.2,52.92
2019-12-16 05:00:00,22.1,67,514.08,51.408
2019-12-16 06:00:00,22.9,61,522.48,52.248
2019-12-16 07:00:00,24.8,53,829.92,82.992
2019-12-16 08:00:00,26.5,46,626.64,62.664
2019-12-16 09:00:00,28.6,42,320.88,32.088
2019-12-16 10:00:00,29,38,882,88.2
2019-12-16 11:00:00,30.8,37,895.44,89.544
2019-12-16 12:00:00,30.9,37,895.44,89.544
2019-12-16 13:00:00,31.1,34,913.92,91.392
2019-12-16 14:00:00,31.5,32,905.52,90.552
2019-12-16 15:00:00,31.7,32,903.84,90.384
2019-12-16 16:00:00,31.2,31,890.4,89.04
2019-12-16 17:00:00,30.2,34,888.72,88.872
2019-12-16 18:00:00,26.1,58,876.96,87.696
2019-12-16 19:00:00,24.9,61,870.24,87.024
2019-12-16 20:00:00,24.3,65,838.32,83.832
2019-12-16 21:00:00,24,67,697.2,69.72
2019-12-16 22:00:00,23.6,68,599.76,59.976
2019-12-16 23:00:00,23.4,67,596.4,59.64
