,PROPERTY_ID,DATE,WiFi Occupants,Workpoint Capacity
3609,TWNAKANG,2021-05-03,0,286
3610,US151870,2021-05-03,1,227
3611,NRA1933,2021-05-03,0,570
3612,AUBALLAR,2021-05-03,15,358
3613,CNZGCDBW,2021-05-03,3,2751
3614,CNZGCDBW,2021-04-30,56,2751
3615,NRA1933,2021-04-30,0,570
3616,TWNAKANG,2021-04-30,0,286
3617,AUBALLAR,2021-04-30,20,358
3618,US151870,2021-04-30,0,227
3619,CNZGCDBW,2021-04-29,90,2751
3620,US151870,2021-04-29,0,227
3621,NRA1933,2021-04-29,1,570
3622,TWNAKANG,2021-04-29,0,286
3623,AUBALLAR,2021-04-29,17,358
3624,AUBALLAR,2021-04-28,17,358
3625,TWNAKANG,2021-04-28,0,286
3626,CNZGCDBW,2021-04-28,119,2751
3627,US151870,2021-04-28,1,227
3628,NRA1933,2021-04-28,2,570
3629,TWNAKANG,2021-04-27,0,286
3630,AUBALLAR,2021-04-27,18,358
3631,NRA1933,2021-04-27,0,570
3632,CNZGCDBW,2021-04-27,84,2751
3633,US151870,2021-04-27,0,227
3634,CNZGCDBW,2021-04-26,76,2751
3635,US151870,2021-04-26,1,227
3636,TWNAKANG,2021-04-26,0,286
3637,AUBALLAR,2021-04-26,14,358
3638,NRA1933,2021-04-26,0,570
3639,CNZGCDBW,2021-04-23,55,2751
3640,AUBALLAR,2021-04-23,22,358
3641,NRA1933,2021-04-23,0,570
3642,US151870,2021-04-23,0,227
3643,TWNAKANG,2021-04-23,0,286
3644,US151870,2021-04-22,1,227
3645,CNZGCDBW,2021-04-22,91,2751
3646,AUBALLAR,2021-04-22,11,358
3647,NRA1933,2021-04-22,0,570
3648,TWNAKANG,2021-04-22,0,286
3649,AUBALLAR,2021-04-21,19,358
3650,CNZGCDBW,2021-04-21,95,2751
3651,NRA1933,2021-04-21,1,570
3652,TWNAKANG,2021-04-21,0,286
3653,US151870,2021-04-21,0,227
3654,US151870,2021-04-20,2,227
3655,NRA1933,2021-04-20,1,570
3656,TWNAKANG,2021-04-20,0,286
3657,CNZGCDBW,2021-04-20,93,2751
3658,AUBALLAR,2021-04-20,18,358
3659,US151870,2021-04-19,0,227
3660,AUBALLAR,2021-04-19,0,358
3661,NRA1933,2021-04-19,0,570
3662,TWNAKANG,2021-04-19,0,286
3663,CNZGCDBW,2021-04-19,0,2751
3664,TWNAKANG,2021-04-16,0,286
3665,US151870,2021-04-16,0,227
3666,AUBALLAR,2021-04-16,14,358
3667,NRA1933,2021-04-16,0,570
3668,CNZGCDBW,2021-04-16,21,2751
3669,CNZGCDBW,2021-04-15,82,2751
3670,TWNAKANG,2021-04-15,0,286
3671,NRA1933,2021-04-15,0,570
3672,US151870,2021-04-15,1,227
3673,AUBALLAR,2021-04-15,17,358
3674,AUBALLAR,2021-04-14,17,358
3675,US151870,2021-04-14,0,227
3676,CNZGCDBW,2021-04-14,87,2751
3677,NRA1933,2021-04-14,2,570
3678,TWNAKANG,2021-04-14,0,286
3679,AUBALLAR,2021-04-13,14,358
3680,NRA1933,2021-04-13,0,570
3681,TWNAKANG,2021-04-13,0,286
3682,CNZGCDBW,2021-04-13,71,2751
3683,US151870,2021-04-13,0,227
3684,CNZGCDBW,2021-04-12,73,2751
3685,NRA1933,2021-04-12,0,570
3686,AUBALLAR,2021-04-12,17,358
3687,TWNAKANG,2021-04-12,0,286
3688,US151870,2021-04-12,1,227
3689,TWNAKANG,2021-04-09,0,286
3690,CNZGCDBW,2021-04-09,77,2751
3691,US151870,2021-04-09,0,227
3692,AUBALLAR,2021-04-09,18,358
3693,NRA1933,2021-04-09,0,570
3694,CNZGCDBW,2021-04-08,80,2751
3695,AUBALLAR,2021-04-08,17,358
3696,NRA1933,2021-04-08,0,570
3697,US151870,2021-04-08,0,227
3698,TWNAKANG,2021-04-08,0,286
3699,US151870,2021-04-07,0,227
3700,TWNAKANG,2021-04-07,0,286
3701,AUBALLAR,2021-04-07,16,358
3702,CNZGCDBW,2021-04-07,100,2751
3703,NRA1933,2021-04-07,0,570
3704,US151870,2021-04-06,2,227
3705,AUBALLAR,2021-04-06,19,358
3706,TWNAKANG,2021-04-06,0,286
3707,CNZGCDBW,2021-04-06,68,2751
3708,NRA1933,2021-04-06,0,570
3709,US151870,2021-04-05,1,227
3710,NRA1933,2021-04-05,0,570
3711,CNZGCDBW,2021-04-05,4,2751
3712,AUBALLAR,2021-04-05,5,358
3713,TWNAKANG,2021-04-05,0,286
3714,NRA1933,2021-04-02,0,570
3715,TWNAKANG,2021-04-02,0,286
3716,US151870,2021-04-02,1,227
3717,AUBALLAR,2021-04-02,6,358
3718,CNZGCDBW,2021-04-02,50,2751
3719,NRA1933,2021-04-01,1,570
3720,CNZGCDBW,2021-04-01,64,2751
3721,TWNAKANG,2021-04-01,0,286
3722,AUBALLAR,2021-04-01,17,358
3723,US151870,2021-04-01,2,227
3724,AUBALLAR,2021-03-31,20,358
3725,US151870,2021-03-31,1,227
3726,TWNAKANG,2021-03-31,0,286
3727,NRA1933,2021-03-31,3,570
3728,CNZGCDBW,2021-03-31,82,2751
3729,US151870,2021-03-30,0,227
3730,CNZGCDBW,2021-03-30,76,2751
3731,NRA1933,2021-03-30,0,570
3732,AUBALLAR,2021-03-30,20,358
3733,TWNAKANG,2021-03-30,0,286
3734,US151870,2021-03-29,0,227
3735,CNZGCDBW,2021-03-29,79,2751
3736,AUBALLAR,2021-03-29,21,358
3737,TWNAKANG,2021-03-29,0,286
3738,NRA1933,2021-03-29,0,570
3739,NRA1933,2021-03-26,1,570
3740,AUBALLAR,2021-03-26,20,358
3741,TWNAKANG,2021-03-26,0,286
3742,US151870,2021-03-26,0,227
3743,CNZGCDBW,2021-03-26,53,2751
3744,CNZGCDBW,2021-03-25,63,2751
3745,US151870,2021-03-25,1,227
3746,NRA1933,2021-03-25,0,570
3747,TWNAKANG,2021-03-25,0,286
3748,AUBALLAR,2021-03-25,19,362
3749,US151870,2021-03-24,0,227
3750,AUBALLAR,2021-03-24,17,362
3751,CNZGCDBW,2021-03-24,97,2751
3752,NRA1933,2021-03-24,2,570
3753,TWNAKANG,2021-03-24,0,286
3754,CNZGCDBW,2021-03-23,78,2751
3755,US151870,2021-03-23,1,227
3756,AUBALLAR,2021-03-23,19,362
3757,NRA1933,2021-03-22,1,570
3758,AUBALLAR,2021-03-22,16,362
3759,US151870,2021-03-22,3,227
3760,CNZGCDBW,2021-03-22,69,2751
3761,TWNAKANG,2021-03-22,0,286
3762,AUBALLAR,2021-03-19,18,362
3763,CNZGCDBW,2021-03-19,66,2751
3764,US151870,2021-03-19,0,227
3765,TWNAKANG,2021-03-19,0,286
3766,NRA1933,2021-03-19,0,570
3767,NRA1933,2021-03-18,0,570
3768,US151870,2021-03-18,0,227
3769,TWNAKANG,2021-03-18,0,286
3770,CNZGCDBW,2021-03-18,77,2751
3771,AUBALLAR,2021-03-18,18,362
3772,AUBALLAR,2021-03-17,15,362
3773,US151870,2021-03-17,0,227
3774,CNZGCDBW,2021-03-17,88,2751
3775,TWNAKANG,2021-03-17,0,286
3776,NRA1933,2021-03-17,0,570
3777,NRA1933,2021-03-16,0,570
3778,CNZGCDBW,2021-03-16,74,2751
3779,US151870,2021-03-16,0,227
3780,TWNAKANG,2021-03-16,0,286
3781,AUBALLAR,2021-03-16,17,362
3782,TWNAKANG,2021-03-15,0,286
3783,AUBALLAR,2021-03-15,16,362
3784,US151870,2021-03-15,0,227
3785,NRA1933,2021-03-15,0,570
3786,CNZGCDBW,2021-03-15,52,2751
3787,AUBALLAR,2021-03-12,20,362
3788,NRA1933,2021-03-12,0,570
3789,TWNAKANG,2021-03-12,0,286
3790,CNZGCDBW,2021-03-12,59,2751
3791,US151870,2021-03-12,0,227
3792,TWNAKANG,2021-03-11,0,286
3793,CNZGCDBW,2021-03-11,97,2751
3794,NRA1933,2021-03-11,0,570
3795,AUBALLAR,2021-03-11,21,362
3796,US151870,2021-03-11,0,227
3797,TWNAKANG,2021-03-10,0,286
3798,NRA1933,2021-03-10,0,570
3799,US151870,2021-03-10,1,227
3800,CNZGCDBW,2021-03-10,92,2751
3801,AUBALLAR,2021-03-10,16,362
3802,TWNAKANG,2021-03-09,0,286
3803,CNZGCDBW,2021-03-09,75,2751
3804,AUBALLAR,2021-03-09,17,362
3805,US151870,2021-03-09,1,227
3806,NRA1933,2021-03-09,0,570
3807,CNZGCDBW,2021-03-08,66,2751
3808,NRA1933,2021-03-08,0,570
3809,TWNAKANG,2021-03-08,0,286
3810,US151870,2021-03-08,0,227
3811,AUBALLAR,2021-03-08,8,362
3812,CNZGCDBW,2021-03-05,89,2751
3813,TWNAKANG,2021-03-05,0,286
3814,NRA1933,2021-03-05,2,570
3815,AUBALLAR,2021-03-05,16,362
3816,US151870,2021-03-05,0,227
3817,US151870,2021-03-04,0,227
3818,CNZGCDBW,2021-03-04,80,2751
3819,NRA1933,2021-03-04,1,570
3820,AUBALLAR,2021-03-04,14,362
3821,TWNAKANG,2021-03-04,0,286
3822,US151870,2021-03-03,0,227
3823,TWNAKANG,2021-03-03,0,286
3824,AUBALLAR,2021-03-03,18,362
3825,NRA1933,2021-03-03,1,570
3826,CNZGCDBW,2021-03-03,58,2751
3827,US151870,2021-03-02,1,227
3828,AUBALLAR,2021-03-02,14,362
3829,CNZGCDBW,2021-03-02,70,2751
3830,NRA1933,2021-03-02,0,570
3831,TWNAKANG,2021-03-02,0,286
3832,US151870,2021-03-01,0,227
3833,CNZGCDBW,2021-03-01,66,2751
3834,NRA1933,2021-03-01,0,570
3835,TWNAKANG,2021-03-01,0,286
3836,AUBALLAR,2021-03-01,17,362
3837,TWNAKANG,2021-02-26,0,286
3838,US151870,2021-02-26,2,227
3839,CNZGCDBW,2021-02-26,63,2751
3840,AUBALLAR,2021-02-26,17,362
3841,NRA1933,2021-02-26,1,570
3842,NRA1933,2021-02-25,0,570
3843,TWNAKANG,2021-02-25,0,286
3844,US151870,2021-02-25,1,227
3845,AUBALLAR,2021-02-25,14,362
3846,CNZGCDBW,2021-02-25,69,2751
3847,CNZGCDBW,2021-02-24,54,2751
3848,NRA1933,2021-02-24,1,570
3849,US151870,2021-02-24,3,227
3850,TWNAKANG,2021-02-24,0,286
3851,AUBALLAR,2021-02-24,11,362
3852,US151870,2021-02-23,1,227
3853,NRA1933,2021-02-23,0,570
3854,AUBALLAR,2021-02-23,15,362
3855,TWNAKANG,2021-02-23,0,286
3856,CNZGCDBW,2021-02-23,60,2751
3857,CNZGCDBW,2021-02-22,53,2751
3858,TWNAKANG,2021-02-22,0,286
3859,NRA1933,2021-02-22,1,570
3860,AUBALLAR,2021-02-22,18,362
3861,US151870,2021-02-22,0,227
3862,AUBALLAR,2021-02-19,19,362
3863,TWNAKANG,2021-02-19,0,286
3864,CNZGCDBW,2021-02-19,36,2751
3865,US151870,2021-02-19,4,227
3866,NRA1933,2021-02-19,1,570
3867,CNZGCDBW,2021-02-18,37,2751
3868,NRA1933,2021-02-18,1,570
3869,TWNAKANG,2021-02-18,0,286
3870,US151870,2021-02-18,1,227
3871,AUBALLAR,2021-02-18,17,362
3872,US151870,2021-02-17,1,227
3873,TWNAKANG,2021-02-17,0,286
3874,CNZGCDBW,2021-02-17,1,2751
3875,AUBALLAR,2021-02-17,13,362
3876,NRA1933,2021-02-17,0,570
3877,US151870,2021-02-16,2,227
3878,NRA1933,2021-02-16,0,570
3879,AUBALLAR,2021-02-16,12,362
3880,CNZGCDBW,2021-02-16,0,2751
3881,TWNAKANG,2021-02-16,0,286
3882,CNZGCDBW,2021-02-15,0,2751
3883,US151870,2021-02-15,1,227
3884,NRA1933,2021-02-15,1,570
3885,AUBALLAR,2021-02-15,13,362
3886,US151870,2021-02-12,1,227
3887,AUBALLAR,2021-02-12,15,362
3888,NRA1933,2021-02-12,1,570
3889,CNZGCDBW,2021-02-12,1,2751
3890,AUBALLAR,2021-02-11,17,362
3891,NRA1933,2021-02-11,0,570
3892,CNZGCDBW,2021-02-11,0,2751
3893,TWNAKANG,2021-02-11,0,286
3894,US151870,2021-02-11,2,227
3895,CNZGCDBW,2021-02-10,2,2751
3896,TWNAKANG,2021-02-10,0,286
3897,AUBALLAR,2021-02-10,13,362
3898,US151870,2021-02-10,2,227
3899,NRA1933,2021-02-10,1,570
3900,AUBALLAR,2021-02-09,15,362
3901,CNZGCDBW,2021-02-09,5,2751
3902,NRA1933,2021-02-09,0,570
3903,TWNAKANG,2021-02-09,0,286
3904,US151870,2021-02-09,1,227
3905,TWNAKANG,2021-02-08,0,286
3906,CNZGCDBW,2021-02-08,9,2751
3907,AUBALLAR,2021-02-08,14,362
3908,US151870,2021-02-08,0,227
3909,NRA1933,2021-02-08,1,570
3910,NRA1933,2021-02-05,0,570
3911,US151870,2021-02-05,0,227
3912,AUBALLAR,2021-02-05,15,362
3913,TWNAKANG,2021-02-05,0,286
3914,CNZGCDBW,2021-02-05,38,2751
3915,US151870,2021-02-04,0,227
3916,TWNAKANG,2021-02-04,0,286
3917,NRA1933,2021-02-04,0,570
3918,AUBALLAR,2021-02-04,17,362
3919,CNZGCDBW,2021-02-04,52,2751
3920,AUBALLAR,2021-02-03,22,362
3921,NRA1933,2021-02-03,0,570
3922,US151870,2021-02-03,1,227
3923,CNZGCDBW,2021-02-03,51,2751
3924,TWNAKANG,2021-02-03,0,286
3925,NRA1933,2021-02-02,0,570
3926,US151870,2021-02-02,0,227
3927,AUBALLAR,2021-02-02,15,362
3928,TWNAKANG,2021-02-02,0,286
3929,CNZGCDBW,2021-02-02,55,2751
3930,AUBALLAR,2021-02-01,18,362
3931,TWNAKANG,2021-02-01,0,286
3932,NRA1933,2021-02-01,0,570
3933,CNZGCDBW,2021-02-01,53,2751
3934,TWNAKANG,2021-01-29,0,286
3935,CNZGCDBW,2021-01-29,37,2751
3936,US151870,2021-01-29,1,227
3937,AUBALLAR,2021-01-29,16,362
3938,NRA1933,2021-01-29,0,570
3939,NRA1933,2021-01-28,0,500
3940,US151870,2021-01-28,1,227
3941,TWNAKANG,2021-01-28,0,286
3942,CNZGCDBW,2021-01-28,59,2751
3943,AUBALLAR,2021-01-28,19,362
3944,AUBALLAR,2021-01-27,8,362
3945,US151870,2021-01-27,5,227
3946,TWNAKANG,2021-01-27,0,286
3947,CNZGCDBW,2021-01-27,55,2751
3948,NRA1933,2021-01-27,0,500
3949,AUBALLAR,2021-01-26,6,362
3950,NRA1933,2021-01-26,0,500
3951,CNZGCDBW,2021-01-26,51,2751
3952,TWNAKANG,2021-01-26,0,286
3953,US151870,2021-01-26,1,227
3954,TWNAKANG,2021-01-25,0,286
3955,NRA1933,2021-01-25,0,500
3956,US151870,2021-01-25,0,227
3957,AUBALLAR,2021-01-25,18,362
3958,CNZGCDBW,2021-01-25,56,2751
3959,US151870,2021-01-22,0,227
3960,TWNAKANG,2021-01-22,0,286
3961,NRA1933,2021-01-22,0,500
3962,AUBALLAR,2021-01-22,18,362
3963,CNZGCDBW,2021-01-22,54,2751
3964,CNZGCDBW,2021-01-21,64,2751
3965,NRA1933,2021-01-21,0,500
3966,AUBALLAR,2021-01-21,16,362
3967,TWNAKANG,2021-01-21,0,286
3968,US151870,2021-01-21,0,227
3969,TWNAKANG,2021-01-20,0,286
3970,US151870,2021-01-20,0,227
3971,NRA1933,2021-01-20,0,500
3972,AUBALLAR,2021-01-20,16,362
3973,CNZGCDBW,2021-01-20,61,2751
3974,NRA1933,2021-01-19,0,500
3975,US151870,2021-01-19,1,227
3976,AUBALLAR,2021-01-19,18,362
3977,TWNAKANG,2021-01-19,0,286
3978,CNZGCDBW,2021-01-19,48,2751
3979,AUBALLAR,2021-01-18,17,362
3980,TWNAKANG,2021-01-18,0,286
3981,NRA1933,2021-01-18,1,500
3982,CNZGCDBW,2021-01-18,54,2751
3983,US151870,2021-01-18,0,227
3984,US151870,2021-01-15,0,227
3985,AUBALLAR,2021-01-15,16,362
3986,CNZGCDBW,2021-01-15,72,2751
3987,TWNAKANG,2021-01-15,0,286
3988,NRA1933,2021-01-15,0,500
3989,US151870,2021-01-14,1,227
3990,CNZGCDBW,2021-01-14,69,2751
3991,NRA1933,2021-01-14,0,500
3992,TWNAKANG,2021-01-14,0,286
3993,AUBALLAR,2021-01-14,16,362
3994,AUBALLAR,2021-01-13,17,362
3995,NRA1933,2021-01-13,0,500
3996,CNZGCDBW,2021-01-13,77,2751
3997,US151870,2021-01-13,1,227
3998,TWNAKANG,2021-01-13,0,286
3999,US151870,2021-01-12,1,227
4000,CNZGCDBW,2021-01-12,81,2751
4001,NRA1933,2021-01-12,0,500
4002,AUBALLAR,2021-01-12,18,362
4003,TWNAKANG,2021-01-12,0,286
4004,US151870,2021-01-11,0,227
4005,TWNAKANG,2021-01-11,0,286
4006,CNZGCDBW,2021-01-11,67,2751
4007,AUBALLAR,2021-01-11,18,362
4008,NRA1933,2021-01-11,1,500
4009,AUBALLAR,2021-01-08,15,362
4010,NRA1933,2021-01-08,1,500
4011,CNZGCDBW,2021-01-08,57,2751
4012,US151870,2021-01-08,0,227
4013,TWNAKANG,2021-01-08,0,286
4014,TWNAKANG,2021-01-07,0,286
4015,AUBALLAR,2021-01-07,15,362
4016,CNZGCDBW,2021-01-07,54,2751
4017,US151870,2021-01-07,0,227
4018,NRA1933,2021-01-07,0,500
4019,CNZGCDBW,2021-01-06,44,2751
4020,NRA1933,2021-01-06,0,500
4021,TWNAKANG,2021-01-06,0,286
4022,US151870,2021-01-06,2,227
4023,AUBALLAR,2021-01-06,16,362
4024,AUBALLAR,2021-01-05,14,362
4025,US151870,2021-01-05,0,227
4026,CNZGCDBW,2021-01-05,85,2751
4027,NRA1933,2021-01-05,0,500
4028,TWNAKANG,2021-01-05,0,286
4029,AUBALLAR,2021-01-04,16,362
4030,CNZGCDBW,2021-01-04,94,2751
4031,TWNAKANG,2021-01-04,0,286
4032,NRA1933,2021-01-04,0,500
4033,US151870,2021-01-04,0,227
4034,CNZGCDBW,2021-01-01,3,2751
4035,TWNAKANG,2021-01-01,0,286
4036,AUBALLAR,2021-01-01,7,362
4037,US151870,2021-01-01,1,227
4038,NRA1933,2021-01-01,0,500
4039,NRA1933,2020-12-31,0,500
4040,CNZGCDBW,2020-12-31,47,2751
4041,AUBALLAR,2020-12-31,14,362
4042,US151870,2020-12-31,0,227
4043,TWNAKANG,2020-12-31,0,286
4044,CNZGCDBW,2020-12-30,59,2751
4045,AUBALLAR,2020-12-30,11,362
4046,TWNAKANG,2020-12-30,0,286
4047,US151870,2020-12-30,1,227
4048,NRA1933,2020-12-30,0,500
4049,US151870,2020-12-29,0,227
4050,AUBALLAR,2020-12-29,13,362
4051,TWNAKANG,2020-12-29,0,286
4052,NRA1933,2020-12-29,1,500
4053,CNZGCDBW,2020-12-29,59,2751
4054,NRA1933,2020-12-28,0,500
4055,TWNAKANG,2020-12-28,0,286
4056,CNZGCDBW,2020-12-28,65,2751
4057,US151870,2020-12-28,1,227
4058,AUBALLAR,2020-12-28,3,362
4059,AUBALLAR,2020-12-25,3,362
4060,TWNAKANG,2020-12-25,0,286
4061,NRA1933,2020-12-25,0,500
4062,CNZGCDBW,2020-12-25,10,2751
4063,AUBALLAR,2020-12-24,13,362
4064,CNZGCDBW,2020-12-24,141,2742
4065,TWNAKANG,2020-12-24,0,286
4066,NRA1933,2020-12-24,1,500
4067,US151870,2020-12-24,0,228
4068,TWNAKANG,2020-12-23,0,286
4069,US151870,2020-12-23,1,228
4070,NRA1933,2020-12-23,0,500
4071,AUBALLAR,2020-12-23,10,362
4072,CNZGCDBW,2020-12-23,94,2742
4073,NRA1933,2020-12-22,0,500
4074,CNZGCDBW,2020-12-22,134,2742
4075,US151870,2020-12-22,1,228
4076,TWNAKANG,2020-12-22,0,286
4077,AUBALLAR,2020-12-22,10,362
4078,US151870,2020-12-21,0,228
4079,CNZGCDBW,2020-12-21,80,2742
4080,TWNAKANG,2020-12-21,0,286
4081,AUBALLAR,2020-12-21,11,362
4082,NRA1933,2020-12-21,0,500
4083,NRA1933,2020-12-18,0,500
4084,AUBALLAR,2020-12-18,19,362
4085,CNZGCDBW,2020-12-18,69,2742
4086,TWNAKANG,2020-12-18,0,286
4087,US151870,2020-12-18,0,228
4088,AUBALLAR,2020-12-17,13,362
4089,CNZGCDBW,2020-12-17,102,2742
4090,US151870,2020-12-17,0,228
4091,TWNAKANG,2020-12-17,0,286
4092,NRA1933,2020-12-17,0,500
4093,NRA1933,2020-12-16,0,500
4094,TWNAKANG,2020-12-16,0,286
4095,US151870,2020-12-16,0,228
4096,CNZGCDBW,2020-12-16,108,2742
4097,AUBALLAR,2020-12-16,14,362
4098,CNZGCDBW,2020-12-15,143,2742
4099,TWNAKANG,2020-12-15,0,286
4100,US151870,2020-12-15,3,228
4101,NRA1933,2020-12-15,0,500
4102,AUBALLAR,2020-12-15,14,362
4103,AUBALLAR,2020-12-14,8,362
4104,CNZGCDBW,2020-12-14,41,2742
4105,US151870,2020-12-11,1,228
4106,AUBALLAR,2020-12-11,22,362
4107,NRA1933,2020-12-11,0,500
4108,TWNAKANG,2020-12-11,0,286
4109,CNZGCDBW,2020-12-11,75,2742
4110,US151870,2020-12-10,0,228
4111,AUBALLAR,2020-12-10,20,362
4112,NRA1933,2020-12-10,0,500
4113,CNZGCDBW,2020-12-10,104,2742
4114,TWNAKANG,2020-12-10,0,286
4115,CNZGCDBW,2020-12-09,138,2742
4116,NRA1933,2020-12-09,0,500
4117,AUBALLAR,2020-12-09,16,362
4118,US151870,2020-12-09,1,228
4119,NRA1933,2020-12-08,0,500
4120,US151870,2020-12-08,0,228
4121,AUBALLAR,2020-12-08,18,362
4122,CNZGCDBW,2020-12-08,143,2742
4123,US151870,2020-12-07,1,228
4124,AUBALLAR,2020-12-07,24,362
4125,CNZGCDBW,2020-12-07,97,2742
4126,NRA1933,2020-12-07,0,500
4127,AUBALLAR,2020-12-04,0,362
4128,TWNAKANG,2020-12-04,0,286
4129,NRA1933,2020-12-04,0,500
4130,US151870,2020-12-04,0,228
4131,CNZGCDBW,2020-12-04,0,2742
4132,US151870,2020-12-03,0,228
4133,CNZGCDBW,2020-12-03,113,2742
4134,TWNAKANG,2020-12-03,0,286
4135,AUBALLAR,2020-12-03,12,362
4136,NRA1933,2020-12-03,0,500
4137,US151870,2020-12-02,0,228
4138,AUBALLAR,2020-12-02,13,362
4139,TWNAKANG,2020-12-02,0,286
4140,CNZGCDBW,2020-12-02,5,2742
4141,NRA1933,2020-12-02,0,500
4142,CNZGCDBW,2020-12-01,143,2742
4143,TWNAKANG,2020-12-01,0,286
4144,NRA1933,2020-12-01,0,500
4145,AUBALLAR,2020-12-01,18,362
4146,US151870,2020-12-01,0,228
4147,US151870,2020-11-30,1,228
4148,CNZGCDBW,2020-11-30,87,2742
4149,AUBALLAR,2020-11-30,19,362
4150,TWNAKANG,2020-11-30,0,286
4151,NRA1933,2020-11-30,0,500
4152,US151870,2020-11-27,2,228
4153,TWNAKANG,2020-11-27,0,286
4154,AUBALLAR,2020-11-27,20,362
4155,CNZGCDBW,2020-11-27,82,2742
4156,NRA1933,2020-11-27,0,500
4157,CNZGCDBW,2020-11-26,139,2742
4158,NRA1933,2020-11-26,0,500
4159,TWNAKANG,2020-11-26,0,286
4160,AUBALLAR,2020-11-26,23,362
4161,CNZGCDBW,2020-11-25,117,2742
4162,TWNAKANG,2020-11-25,0,286
4163,US151870,2020-11-25,2,228
4164,NRA1933,2020-11-25,0,500
4165,AUBALLAR,2020-11-25,21,362
4166,AUBALLAR,2020-11-24,20,362
4167,NRA1933,2020-11-24,0,500
4168,US151870,2020-11-24,0,228
4169,CNZGCDBW,2020-11-24,129,2742
4170,TWNAKANG,2020-11-24,0,286
4171,AUBALLAR,2020-11-23,14,362
4172,CNZGCDBW,2020-11-23,87,2742
4173,US151870,2020-11-23,0,228
4174,NRA1933,2020-11-23,0,500
4175,TWNAKANG,2020-11-23,0,286
4176,US151870,2020-11-20,3,228
4177,CNZGCDBW,2020-11-20,71,2742
4178,AUBALLAR,2020-11-20,17,362
4179,TWNAKANG,2020-11-20,0,286
4180,NRA1933,2020-11-20,0,500
4181,CNZGCDBW,2020-11-19,144,2742
4182,NRA1933,2020-11-19,1,500
4183,AUBALLAR,2020-11-19,19,362
4184,TWNAKANG,2020-11-19,0,286
4185,US151870,2020-11-19,2,228
4186,US151870,2020-11-18,2,228
4187,AUBALLAR,2020-11-18,15,362
4188,TWNAKANG,2020-11-18,0,286
4189,NRA1933,2020-11-18,0,500
4190,CNZGCDBW,2020-11-18,113,2742
4191,AUBALLAR,2020-11-17,16,362
4192,NRA1933,2020-11-17,0,500
4193,CNZGCDBW,2020-11-17,143,2742
4194,US151870,2020-11-17,4,228
4195,TWNAKANG,2020-11-17,0,286
4196,CNZGCDBW,2020-11-16,90,2742
4197,US151870,2020-11-16,1,228
4198,AUBALLAR,2020-11-16,19,362
4199,TWNAKANG,2020-11-16,0,286
4200,NRA1933,2020-11-16,0,500
4201,TWNAKANG,2020-11-13,0,286
4202,US151870,2020-11-13,0,228
4203,NRA1933,2020-11-13,0,500
4204,CNZGCDBW,2020-11-13,2,2742
4205,AUBALLAR,2020-11-13,3,362
4206,NRA1933,2020-11-12,0,500
4207,TWNAKANG,2020-11-12,0,286
4208,CNZGCDBW,2020-11-12,153,2742
4209,US151870,2020-11-12,0,228
4210,AUBALLAR,2020-11-12,12,362
4211,CNZGCDBW,2020-11-11,105,2742
4212,NRA1933,2020-11-11,0,500
4213,TWNAKANG,2020-11-11,0,286
4214,US151870,2020-11-11,1,228
4215,AUBALLAR,2020-11-11,16,362
4216,AUBALLAR,2020-11-10,18,362
4217,US151870,2020-11-10,1,228
4218,NRA1933,2020-11-10,0,500
4219,CNZGCDBW,2020-11-10,153,2742
4220,TWNAKANG,2020-11-10,0,286
4221,TWNAKANG,2020-11-09,0,286
4222,AUBALLAR,2020-11-09,15,362
4223,US151870,2020-11-09,0,228
4224,NRA1933,2020-11-09,0,500
4225,CNZGCDBW,2020-11-09,81,2742
4226,US151870,2020-11-06,0,228
4227,AUBALLAR,2020-11-06,18,362
4228,CNZGCDBW,2020-11-06,80,2742
4229,TWNAKANG,2020-11-06,0,286
4230,NRA1933,2020-11-06,0,500
4231,CNZGCDBW,2020-11-05,147,2742
4232,NRA1933,2020-11-05,0,500
4233,AUBALLAR,2020-11-05,16,362
4234,US151870,2020-11-05,0,228
4235,TWNAKANG,2020-11-05,0,286
4236,NRA1933,2020-11-04,1,500
4237,CNZGCDBW,2020-11-04,114,2742
4238,TWNAKANG,2020-11-04,0,286
4239,US151870,2020-11-04,2,228
4240,AUBALLAR,2020-11-04,15,362
4241,NRA1933,2020-11-03,0,500
4242,AUBALLAR,2020-11-03,10,362
4243,US151870,2020-11-03,1,228
4244,TWNAKANG,2020-11-03,0,286
4245,CNZGCDBW,2020-11-03,162,2742
4246,NRA1933,2020-11-02,0,500
4247,US151870,2020-11-02,0,228
4248,CNZGCDBW,2020-11-02,88,2742
4249,TWNAKANG,2020-11-02,0,286
4250,AUBALLAR,2020-11-02,15,362
4251,AUBALLAR,2020-10-30,16,362
4252,NRA1933,2020-10-30,0,500
4253,TWNAKANG,2020-10-30,0,286
4254,US151870,2020-10-30,2,228
4255,CNZGCDBW,2020-10-30,74,2742
4256,TWNAKANG,2020-10-29,0,286
4257,US151870,2020-10-29,0,228
4258,NRA1933,2020-10-29,0,500
4259,AUBALLAR,2020-10-29,10,362
4260,CNZGCDBW,2020-10-29,150,2742
4261,TWNAKANG,2020-10-28,0,286
4262,NRA1933,2020-10-28,2,500
4263,CNZGCDBW,2020-10-28,115,2742
4264,AUBALLAR,2020-10-28,16,362
4265,US151870,2020-10-28,0,228
4266,US151870,2020-10-27,1,228
